Verb,NZZ_ID,Token_ID,Sentence,pattern,Stimulus_Type,Stimulus_PP,Comment,sem_class_subj,sem_class_PP_int,interpr_sem_class_PP_int,det_PP_int,Comment_PP
verärgern,NZZ_1995_05_11_a76_seg3_s7,34,"Umgekehrt wird die Geschäftswelt im neuen Fiskaljahr mit rund 500 Mio. $ an neuen Steuern belastet , derweil die Provinzregierung versucht , den ( noch unentschlossenen ) Stimmbürger nicht mit höheren Einkommenssteuern zu verärgern .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,abstract_obj,,,
verärgern,NZZ_1995_05_22_a130_seg3_s5,38,"Es war aber auch eine Partie , in der Schiedsrichter und - vor allem - Linienrichter lange Zeit mit unverständlichen Entscheiden allzu sehr das Interesse auf sich zogen und die 7500 Zuschauer und die Spieler beider Mannschaften verärgerten .",X-STM_V_Y-EXP,anim,mit,"EXP_coordination, ambiguous",human,"abstract_obj,event(action)",,,
verärgern,NZZ_1995_06_06_a165_seg2_s1,12,"Radio DRS legt wirklich alles darauf an , seine Hörer zu verärgern - mit « Kleinigkeiten » , die einem tagtäglich das Hören vergällen .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,ambiguous,,,
verärgern,NZZ_1995_06_14_a31_seg8_s13,11,Sitten hatte mit einem wenig diplomatischen Auftritt die anderen Gemeinden verärgert .,X-STM_V_Y-EXP,anim_proxy,mit,EXP_anim_proxy,anim_proxy,event(action),,,
verärgern,NZZ_1995_06_23_a39_seg14_s7,2,"Sie verärgerten damit jene ihrer Bundesräte , die Otto Stich unterstützt und sich mit einem unpopulären Entscheid exponiert hatten .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,ambiguous,,,
verärgern,NZZ_1995_07_26_a31_seg5_s4,13,"Mit den bisherigen Protestpausen hat das BVB-Fahrpersonal nicht nur die städtischen Fahrgäste verärgert , sondern auch jene der Baselland Transport ( BLT ) , die ihre Linien zum Teil durch die Stadt führt .",X-STM_V_Y-EXP,anim,mit,,human,event,event(action),,by making a break
verärgern,NZZ_1995_08_04_a174_seg2_s1,19,"fre. Als hätte es nicht genügt , die Sammler mit der bereits erschienenen « Jubiläumsmarken » -Serie zu verärgern , muss am 5. September auch noch für die vom 3. bis zum 11. Oktober stattfindende « Telecom 95 » in Genf eine Sondermarke erscheinen .",X-STM_V_Y-EXP,anim,mit,,human,concrete_obj,"concrete_obj,event(action)",,abstract?
verblüffen,NZZ_1993_08_07_a182_seg3_s23,14,An der Verfilmung des Erstlingsromans von Ian McEwan durch seinen Landsmann Andrew Birkin verblüfft die atmosphärische und erzählrhythmische Nähe zum Text .,X-STM_V,inanim,an,,property,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1993_10_16_a209_seg5_s8,9,Der Dokumentarfilm ( Kamera : Hugues Ryffel ) verblüfft durch seine Verbeugung vor den so ganz anderen Möglichkeiten der Photographie .,X-STM_V,inanim,durch,,abstract_obj,event(action),property,det_coref_subj,(part of) piece of art
verblüffen,NZZ_1994_07_29_a131_seg3_s2,48,"Die Pizzerie können sich vermehren und die Spaghetterie sich vervielfachen , so lange sie wollen , ein Restaurant wie das Piccoli Accademia , das die klassische italienische Kochkunst pflegt , wird immer eine grosse Stammkundschaft haben , die eine Küche schätzt , die nicht durch ausgeflippte Kreationen verblüfft , sondern vor allem den Genuss des Wiedererkennens glücklicher Geschmackskombinationen vermittelt .",X-STM_V,inanim,durch,,abstract_obj,"abstract_obj,event(action)",property,,
verblüffen,NZZ_1994_06_08_a142_seg3_s8,29,"Zusammen mit Begleitmusikern aus den USA und Mali haben sie musikalische Themen so behutsam aufgebaut , variiert und zurückhaltend ausgeschmückt , dass diese durch ihre Homogenität und Entspanntheit verblüffen .",X-STM_V,inanim,durch,,abstract_obj,property/property,,det_coref_subj,
verblüffen,NZZ_1995_04_20_a160_seg2_s5,4,An der Leistung verblüfft jedoch wohl am meisten das Fehlen jeglicher schwächeren Phasen seit dem Start des Championats im vergangenen August .,X-STM_V,inanim,an,,property,"abstract_obj,event(action)",,,
verblüffen,NZZ_1996_04_23_a247_seg3_s5,3,Geniale Erfindungen verblüffen oft durch ihre Einfachheit .,X-STM_V,inanim,durch,,abstract_obj,property,,det_coref_subj,
verblüffen,NZZ_1996_08_29_a201_seg4_s11,57,"Seine Überlegungen von damals liegen auch der jetzigen Überbauung zugrunde : « Mehrung der Natur als Antwort auf die Zersiedelung der Landschaft , Leben in Harmonie mit der Natur , Verwirklichung der Sehnsucht nach Romantik und Kreativität , mehr Lebensqualität für die Anrainer und nicht nur für die Bewohner ... » Die « hügelversetzten Häuser » verblüffen und bestechen durch grasbewachsene , « bewander- und bewandelbare » Dächer , heiter stimmende Farben und runde , sanfte Formen im Sinne der « nicht reglementierten Unregelmässigkeiten » , die zu einem menschen- und naturgerechten Leben in Geborgenheit und Harmonie verhelfen sollen .",X-STM_V,inanim,durch,,concrete_obj,concrete_obj/property/property,property/property/property,,
verblüffen,NZZ_1996_06_11_a170_seg3_s21,10,"Die Ausstellung bietet den Besuchern nicht eigentlich Neues , verblüfft aber wiederholt mit Unerwartetem .",X-STM_V,inanim,mit,,"abstract_obj,event(action)",abstract_obj,property,,(part of) piece of art
verblüffen,NZZ_1996_05_30_a150_seg3_s9,4,"Die vielschichtigen Texte verblüffen auch weniger durch Introspektion als durch den kontrastiven Wechsel der Tonlage : die generell um Distanz bemühten und eigentlich von jedem Pathos freien Erkundungen werden dann schon mal durch ein kulturpessimistisches , ja grimmiges Credo konterkariert - etwa , wenn Gracq notiert :",X-STM_V,inanim,durch,,abstract_obj,event(action)+event(action),property+property,,(part of) piece of art
verblüffen,NZZ_1997_12_16_a196_seg3_s3,29,"Mit der neuen YZF-R1 distanziert Yamaha die etablierten Mitbewerber gleich in allen drei Kategorien : Das kompromissloseste aller 1000er-Superbikes wiegt leer 177 kg , leistet 150 PS und verblüfft mit dem spielerisch leichten Handling einer 600er .",X-STM_V,inanim,mit,,concrete_obj,property,,,
verblüffen,NZZ_1998_12_28_a133_seg6_s1,14,Die erste Szene in Andreas Kriegenburgs « Sturm » -Inszenierung am Schauspiel Hannover verblüfft durch den schlagenden Einfall ebenso wie durch die formale Strenge .,X-STM_V,inanim,durch,,event,property+property,,,(part of) piece of art
verblüffen,NZZ_1999_12_17_a202_seg8_s10,7,Vor allem « Köln Extra » verblüfft durch einen in diesem Kontext umfangreichen Politikteil und durch selbstrecherchierte Lokalgeschichten in einem professionell anmutenden Layout .,X-STM_V,inanim,durch,,abstract_obj,abstract_obj+abstract_obj,property+property,,
verblüffen,NZZ_1999_01_28_a170_seg7_s30,3,"Dieser Erfolg verblüfft vor allem deswegen , weil Göläs rockige und teilweise auch holprige Songs zwar eingängig sind und mit einer frischen Direktheit beeindrucken , aber weder musikalisch noch textlich originell sind .",X-STM_V,inanim,wegen,pronominal_adverb,abstract_obj,property,,,
verblüffen,NZZ_1999_03_05_a279_seg2_s7,15,Sein in Sturm und Drang geschriebener Erstling « Die Leiden des jungen Mehrwerthers » verblüfft durch die verhaltene Kühnheit der Szenarienführung .,X-STM_V,inanim,durch,,abstract_obj,property,,,(part of) piece of art
verblüffen,NZZ_1993_07_06_a58_seg3_s5,11,Der mit einer wild card ins Tableau genommene Schweizer Davis-Cup-Spieler verblüffte die Zuschauer mit einer für ihn völlig atypischen Spielweise im ersten Satz .,X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,,
verblüffen,NZZ_1993_04_22_a89_seg5_s3,32,"Frühere Uhren liefen nicht mehr , liess man sie fallen ; mit seinem guten Gefühl für Public Relations liess er in einflussreicher Gesellschaft daher eine seiner ersten stossgesicherten Uhren fallen und verblüffte damit seine potentielle Kundschaft .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,
verblüffen,NZZ_1993_08_07_a116_seg2_s7,14,"Die Konkurrenz über die lange Bruststrecke war auch aus Schweizer Sicht interessant , verblüffte doch der Tessiner Marco Minonne am Morgen in den Vorläufen mit einer Zeit von 2 : 18,36 .",X-STM_V,anim,mit,,human,abstract_obj,property,,
verblüffen,NZZ_1993_02_12_a67_seg2_s11,22,"Pudowkin vermochte mit einfachen , ja naiven Geschichten , die voller Dramatik erzählt waren , Filmästheten ebenso wie einfache Zuschauer zu verblüffen .",X-STM_V_Y-EXP,anim,mit,EXP_coordination,human,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1993_03_15_a134_seg6_s3,2,"Sie verblüffte trotz der psychischen Belastung , vor 4000 Norwegern ein Auswärtsspiel austragen zu müssen , durch Unbeschwertheit , Spielintelligenz und Selbstsicherheit , die in dieser zuvor wenig stabilen Equipe verblüffen mussten .",X-STM_V,anim_proxy,durch,,anim_proxy,property/property/property,,,
verblüffen,NZZ_1993_09_06_a79_seg4_s2,11,"Angesichts der Genialität , mit welcher der Spanier die Zuschauer verblüffte , zählte selbst der Crans-Sieger Berry Lane zum unauffälligen Rest des insgesamt gehaltvollen Treffens eines nicht unerheblichen Teils der Golf-Weltklasse .",X-STM_V_Y-EXP,anim,mit,,human,property,,,
verblüffen,NZZ_1993_09_06_a163_seg2_s4,52,"Otto Meyer-Spelbrink , der die Fahrzeuge präsentierte , dürfte durch seine umfassenden Fachkenntnisse über Geschichte und Technik jedes Modells , aber auch durch sein Wissen um das gesellschaftliche Umfeld der « Ami-Schlitten » vorwiegend aus den fünfziger und sechziger Jahren , spontan und unterhaltend vorgetragen , selbst ausgekochte Kenner der Szene verblüfft haben .",X-STM_V_Y-EXP,anim,durch,,human,abstract_obj+abstract_obj,property+property,det_coref_subj+det_coref_subj,
verblüffen,NZZ_1993_09_11_a69_seg4_s11,5,"In den fünfziger Jahren verblüffte mich ein Düsseldorfer Taxifahrer mit dem Satz : « Wenn ich die Vorfahrt immer beachten wollte , müsste ich verhungern , und Sie bekämen ihren Zug nicht ! »",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,utterance
verblüffen,NZZ_1994_04_05_a104_seg4_s10,25,"Abgesehen vom Finale des Solokonzerts , wo die Holzbläser dem quirlig-virtuosen Thomas Zehetmair nicht mehr zu folgen vermochten , spielte das Orchester untadelig und verblüffte gar verschiedentlich mit besonders zarten Pianissimi .",X-STM_V,anim_proxy,mit,,anim_proxy,event(action),,,(part of) piece of art
verblüffen,NZZ_1994_07_07_a151_seg3_s5,27,"Mit ihrem feurigen Temperament , das mitunter neben Klang auch viel Geräusch erzeugte , ging die junge Geigerin die virtuosen , rhythmisch betonten Partien an , verblüffte aber auch mit raschen , feinsinnigen Farbwechseln und bewies mit ihrer expressiven Gestaltung der langsamen Tzigane-Einteilung bereits ein hohes Mass an künstlerischer Reife .",X-STM_V,anim,mit,,human,event(action),,,(part of) piece of art
verblüffen,NZZ_1994_10_31_a108_seg3_s11,2,"Papp verblüffte nicht nur mit wachen Reflexen , sondern mit pragmatischer , jeglicher Effekthascherei entbehrender Spielweise - ein Versprechen für die Zukunft .",X-STM_V,anim,mit,,human,property/property,,,
verblüffen,NZZ_1994_10_07_a150_seg3_s20,19,"Mit ihrem traditionellen Hang zum Spiel durch die Mitte , vor allem aber mit ihrer Selbstsicherheit und Ausgeglichenheit verblüfften sie zahlreiche Beobachter .",X-STM_V_Y-EXP,anim,mit,,human,property/property,,det_coref_subj,
verblüffen,NZZ_1994_10_11_a149_seg3_s2,10,"Seit einem Vierteljahrhundert steht sie auf den Weltbühnen , verblüfft immer wieder von neuem mit der schwerelosen Leichtigkeit und der lockeren Präsenz ihrer Stimme .",X-STM_V,anim,mit,,human,property/property,,,complex case: not a property of the subject but her voice. That hervoice has these properties is the property predicated of the subject
verblüffen,NZZ_1994_10_22_a166_seg2_s3,7,Die 1967 in Detroit geborene Pianistin verblüffte gleich in drei verschiedenen Stilepochen mit ihrer überaus brillanten Klaviertechnik .,X-STM_V,anim,mit,,human,abstract_obj,property,det_coref_subj,
verblüffen,NZZ_1994_09_15_a106_seg3_s13,37,"Die Gegenposition zu diesem Möbelkünstler nimmt das auch innenarchitektonisch erfolgreiche Dreierteam Atelier Oï aus La Neuveville ein , das mit eigenwilligen Barhockern , einem Tetrapack- « Stellmöbel » und dem japanisch anmutenden Bett « Dive » verblüfft .",X-STM_V,anim_proxy,mit,,anim_proxy,concrete_obj/concrete_obj/concrete_obj,,,(part of) piece of art
verblüffen,NZZ_1994_08_31_a111_seg3_s10,27,"Martin R. Deans Können zeigt sich erneut in einer « Schlaufe » aus dem Roman « Der Guyanaknoten » , und der 1916 geborene Georg Risi verblüfft mit aberwitziger quasichinesischer Kürzestprosa .",X-STM_V,anim,mit,,human,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1995_04_13_a183_seg7_s3,2,Dafür verblüffte der FC Basel mit einem Kantersieg gegen Lausanne den eigenen Anhang .,X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,event,,,
verblüffen,NZZ_1995_04_27_a176_seg2_s9,13,Mit dem atmosphärischen Blues seines Début-Albums hatte Chris Whitley 1991 die Fachwelt verblüfft .,X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,abstract_obj,property,,(part of) piece of art
verblüffen,NZZ_1995_03_31_a233_seg3_s15,8,"Zum 200-Jahr-Jubiläum der Volkszählung in Norwegen 1969 verblüffte er mit einem ( realisierten ) Entwurf , der Lochkarten und stilisierte Menschen vereinigte .",X-STM_V,ambiguous,mit,,human,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1995_08_16_a118_seg4_s5,46,"Letzteres hat nur am Rande mit einem Rentier oder sonstigen Tier zu tun , sondern mit einer attraktiven Dame , die eine Riesenschlange um sich windet oder gleich der Puppe Olympia in « Hoffmanns Erzählungen » mit mechanisch abgezirkelten Bewegungen und starrblickenden Augen das Publikum verblüfft .",X-STM_V_Y-EXP,anim,mit,,human,event(action)/concrete_obj,event(action)/event(action),,(part of) piece of art
verblüffen,NZZ_1995_02_01_a146_seg19_s1,17,"Selten , aber doch ab und zu tauchen junge Musiker aus der musikindustriellen Masse auf und verblüffen mit der selbstverständlich wirkenden Ausgereiftheit alter Meister .",X-STM_V,anim,mit,,human,property,,,(part of) piece of art
verblüffen,NZZ_1995_07_10_a140_seg4_s7,3,"In Belgien verblüffte Miguel Indurain die Konkurrenz am Wochenende mit einer neuen Taktik , dank der er endgültig das Image des Defensivkünstlers losgeworden sein dürfte ; denn was Indurain in der Etappe von Charleroi nach Lüttich zeigte , war aussergewöhnlich .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,
verblüffen,NZZ_1995_05_13_a119_seg11_s4,14,"Ganz ohne Flügel , Seile oder Kameratricks schwebt er durch den Raum und verblüfft damit nicht nur das Showpublikum .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,
verblüffen,NZZ_1995_03_13_a163_seg11_s2,6,"Die Kanadier Bourne/Kraatz als Vierte verblüfften mit extrem schwierigen Passagen nur wenige Zentimeter über der Eisfläche , in denen sie wie Luftkissenboote zu schweben scheinen .",X-STM_V,anim,mit,,human,event,event(action),,(part of) piece of art
verblüffen,NZZ_1995_11_04_a197_seg4_s1,24,"Es ist sicher kein Zufall , dass es ausgerechnet Giorgio Manganelli gelungen ist , seine Leser auch nach dem Tod durch Neuerscheinungen zu verblüffen .",X-STM_V_Y-EXP,anim,durch,,human,"abstract_obj,event",,,(part of) piece of art
verblüffen,NZZ_1995_11_13_a140_seg3_s11,38,"Wie auch immer : Briggers Team stand jedenfalls im Zentrum der Defensive ( Wolf , van Eck ) hervorragend , wies im Aufbau besonders vor der Pause Vorteile gegenüber dem Platzklub auf ( der knapp 18jährige Seoane verblüffte lange mit stupender Zuspiel- und Ballsicherheit ) , und im Angriff bildeten Alexandrow ( er hatte bereits nach zehn Minuten das 1 : 0 erzielt ) und Sawu eine ständige Gefahr .",X-STM_V,anim,mit,,human,property/property,,,
verblüffen,NZZ_1996_12_13_a19_seg10_s10,29,"« Wer im Namen dieser Nation und dieses Staates schiesst oder sein Blut vergisst , wird von uns immer mit Respekt bedacht » , sagte Frau Ciller und verblüffte damit die Öffentlichkeit .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,"abstract_obj,event(action)",,,utterance
verblüffen,NZZ_1996_02_01_a144_seg3_s6,6,- Der Wissenschafter Rupert Sheldrake verblüfft die Fachwelt mit der Theorie von hellseherischen Fähigkeiten von Hund und Katze .,X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,abstract_obj,,,event(action) (utterance)?
verblüffen,NZZ_1996_07_22_a140_seg5_s23,14,"Der noch nicht 23jährige Jan Ullrich erstaunte mit zunehmender Dauer immer mehr und verblüffte mit dem Sieg im Zeitfahren von St-Emilion alle , weil er Riis doch noch recht nahe rückte .",X-STM_V_Y-EXP,anim,mit,,human,event,,,
verblüffen,NZZ_1996_05_11_a200_seg2_s4,15,"Und der junge Schlagzeugvirtuose Bill Stewart , der mit seinen polyrhythmischen Kunststückchen männiglich zu verblüffen weiss .",X-STM_V,anim,mit,,human,abstract_obj,event(action),det_coref_subj,(part of) piece of art
verblüffen,NZZ_1996_03_13_a151_seg5_s4,17,"Der Mann hat sich ganz auf Manipulationen mit feinen Gummibändchen spezialisiert , und an der Medienkonferenz verblüffte er die Anwesenden mit seiner Kunst ebenso wie Louis Marino , pensionierter Bestattungsbeamter , der aus einem Bündel Papier im Handumdrehen Hunderternoten entstehen liess .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,det_coref_subj,(part of) piece of art
verblüffen,NZZ_1996_03_26_a127_seg4_s43,20,"Wenn er mit seiner eigenen Phantasie auf Bizets « Carmen » oder mit Sousas « Stars and Stripes » verblüffte , so engagierte er sich gleichzeitig für Kabalewski und Samuel Barber , für Poulenc und - immer nachhaltiger - für den « Mystiker » Alexander Skrjabin .",X-STM_V,anim,mit,,human,abstract_obj,property,det_coref_subj,
verblüffen,NZZ_1997_08_29_a172_seg2_s5,14,"1993 kopierte die Bloodhound Gang noch den Technopop von Depeche Mode , nun verblüfft die Band aus Philadelphia mit einem humorvollen Crossover-Mix von Rock und Rap .",X-STM_V,anim_proxy,mit,,anim_proxy,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1997_12_20_a232_seg3_s18,10,"Sylviane Berthod , die zweifache Junioren-Weltmeisterin im Super-G , verblüffte in ihrem zweiten Weltcup-Riesenslalom mit einem 17. Platz .",X-STM_V,anim,mit,,human,abstract_obj,event,,event?
verblüffen,NZZ_1997_02_18_a109_seg3_s5,36,"Folkloristische Schritte mischen sich mit dem fliessenden Beugen und Dehnen , mit dem Fallen und Wiederaufrichten aus der Tradition Doris Humphreys und den quirligen Verkettungen , mit denen Richard Wherlock bereits am ersten Luzerner Ballettabend verblüfft hatte .",X-STM_V,anim,mit,,human,event(action),,,(part of) piece of art
verblüffen,NZZ_1997_07_04_a229_seg8_s8,11,"Den Effekt des Urwaldes , mit dem Nouvel die Jury verblüffte , haben Portzamparcs Innenhöfe nicht .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1997_06_03_a170_seg3_s9,3,"Oxalagu indessen verblüffte mit dem Erfolg sogar Trainer Bruno Schütz , der momentan an den Rücktritt denkt .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event",event,,
verblüffen,NZZ_1997_11_10_a113_seg2_s9,21,"Einen schweren Stand hatte der Hauptsolist , der junge Tenorsaxophonist John Scarpulla : Er ist zwar ein hervorragender Techniker und verblüffte das Publikum mit Flageolettfiguren - an seine Vorgänger in der Band , David Mann und Lenny Pickett , kam er aber nie heran .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,(part of) piece of art
verblüffen,NZZ_1997_11_11_a169_seg2_s27,4,In dieser Phase verblüfften die Jamaicaner durch ihre Kaltblütigkeit und gingen durch Tore von Burton ( 52 . ),X-STM_V,anim,durch,fragment,human,property,,det_coref_subj,
verblüffen,NZZ_1997_11_14_a166_seg3_s12,32,"Zuerst stellte der Japaner Keiji Shirahata über 5000 m mit 6 : 36,25 den Weltrekord des Olympia-Siegers Johan Olav Koss ( 1994 : 6 : 34,96 ) in Frage , anschliessend verblüffte der junge Holländer Erben Wennemars mit dem ersten 1500-m-Lauf der Geschichte unter 1 : 50 - nämlich mit einer Zeit von 1 : 49,89 .",X-STM_V,anim,mit,,human,event,event(action),,
verblüffen,NZZ_1997_11_20_a174_seg4_s9,9,"Bevor es überhaupt zur Diskussion kommen konnte , verblüffte die sozialdemokratische Fraktion mit einer unüblichen Aktion : Stadtratskandidatin Esther Maurer gab bekannt , dass die Partei nicht am Gespräch teilnehmen werde .",X-STM_V,anim_proxy,mit,,anim_proxy,event(action),,,
verblüffen,NZZ_1997_11_22_a136_seg3_s14,10,Roberto Calasso hat mit seinem Wissen sogar ausgepichte Altphilologen verblüfft .,X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,det_coref_subj,
verblüffen,NZZ_1997_11_28_a159_seg3_s19,33,"Erwähnen müsste man noch das Duo Liazeed mit seiner Weltklasse-Equilibristik , die Schlangenmenschen oder -frauen aus der Mongolei , den « Taschendieb » Borra , Jongleure , die mit Ringen oder Riesenwürfeln verblüffen , und viele andere mehr .",X-STM_V,anim,mit,,human,concrete_obj/concrete_obj,,,"(part of) pieco of art, instrumental?"
verblüffen,NZZ_1997_10_02_a68_seg5_s3,16,Trotz diesem Ruf vermochte WorldCom Branchenexperten und Börsianer am Mittwoch erneut mit ihrer Kühnheit zu verblüffen .,X-STM_V,anim_proxy,mit,EXP_coordination,anim_proxy,property,,det_coref_subj,
verblüffen,NZZ_1997_10_22_a125_seg5_s6,52,"Bis er sich mit Théo , seiner Angehimmelten , während einer Demonstration im Paris der späten sechziger Jahre in ein Café und dann zu ihr nach Hause verdrückt , ist es ein weiter Weg ; und selbst dort angekommen , läuft nichts , wie er es sich erträumt hatte ... Rouaud verblüfft auch in den kleinen , banal wirkenden Abenteuern seines Helden immer wieder durch bestechende Einsichten in die Untiefen menschlicher Vergeblichkeit .",X-STM_V,anim,durch,,human,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1998_04_04_a207_seg13_s11,22,"Und dann selbstverständlich das Musée d ' Art Moderne , jenes mächtige Gebäude , mit dem Saint-Etienne 1987 die internationale Kunstszene verblüffte und seither kontinuierlich an Renommee gewinnt .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,"concrete_obj,locative",,,
verblüffen,NZZ_1998_04_17_a215_seg4_s13,4,"Der Kanton Zug verblüfft im Internet mit einer Begrüssungsseite , auf der ein Sonnenuntergang am Zugersee zu sehen ist , begleitet von dem Text « Zug hat die schönsten Sonnenuntergänge der Welt ( Johannes Mario Simmel , Schriftsteller , Zug ) » .",X-STM_V,anim_proxy,mit,,anim_proxy,abstract_obj,,,property?
verblüffen,NZZ_1998_07_25_a162_seg21_s2,11,Mit dieser stets ohne jeden Anflug von Ironie vorgetragenen Überzeugung verblüffte Jaco Pastorius bereits als Teenager .,X-STM_V,anim,mit,,human,abstract_obj,event(action),,utterance
verblüffen,NZZ_1998_06_18_a136_seg3_s10,45,"Dieser Vagant ist ein abstossender Bösewicht , wenn er den alten Mann in Mandach meuchlings überfällt , aber er gewinnt auch beinahe einnehmende Züge , wenn er sich gewandt durch sein Leben schlägt und mit seinen « feinen Manieren » und der wohlgesetzten Sprache verblüfft .",X-STM_V,anim,mit,,human,abstract_obj/abstract_obj,property/property,det_coref_subj/,
verblüffen,NZZ_1998_06_29_a98_seg7_s8,12,Sibylle Lewitscharoff ( wie Ralf Bönt von Silvia Bovenschen vorgeschlagen ) verblüffte mit ihrem kurzen Romanauszug « Pong » .,X-STM_V,anim,mit,,human,abstract_obj,,det_coref_subj,(part of) piece of art
verblüffen,NZZ_1998_05_05_a134_seg3_s6,23,"Mit traumwandlerischer Sicherheit intonierte sie selbst die höchsten Töne , entlockte ihrem Instrument einen sonoren , ja « sinfonischen » Klang und verblüffte , zum Beispiel in den beiden Kadenzen , mit einer scheinbar mühelosen Virtuosität .",X-STM_V,anim,mit,,human,property,,,(part of) piece of art
verblüffen,NZZ_1998_03_27_a220_seg4_s19,28,"Es sei das wohl beste Resultat der Karriere , kommentierte Mändli seine Leistung , mit der er besonders durch die ganz engen Wendungen zwischen den ersten Hindernissen verblüffte .",X-STM_V,anim,"durch,mit",,human,event_action+event(action),,,
verblüffen,NZZ_1999_08_21_a224_seg3_s16,2,"Yverdon verblüffte in erster Linie durch das Selbstvertrauen , das die Mannschaft offenbarte .",X-STM_V,anim_proxy,durch,,anim_proxy,abstract_obj,property,,
verblüffen,NZZ_1999_08_21_a231_seg9_s3,8,"Zunächst möchte er jedoch seine Leser noch verblüffen , mit glänzenden erzählerischen Finten und mit einem erlesenen Wissen von sagenhaftem Ausmass .",X-STM_V_Y-EXP,anim,mit,,human,event(action)+abstract_obj,event(action)+property,,(part of) piece of art
verblüffen,NZZ_1999_12_09_a145_seg4_s1,16,"In einer Phase , in der sich die amerikanische Rap-Szene schwertut mit musikalischer Innovation , verblüfft Jay-Z auf seinem vierten Album , « The Life and Times of S. Carter , Volume 3 » , durch eigenwillige , originelle Einfälle noch und noch .",X-STM_V,anim,durch,,human,abstract_obj,,,(part of) piece of art
verblüffen,NZZ_1999_02_02_a198_seg3_s20,2,Dennoch verblüffte er - ähnlich wie Hannawald - durch bemerkenswerte Konstanz .,X-STM_V,anim,durch,,human,property,,,
verblüffen,NZZ_1999_01_18_a3_seg5_s3,15,"Im Unterschied zu Jelzin , mit dem er einst im Politbüro gesessen hatte , verblüffte Alijew bisher durch seine robuste Gesundheit .",X-STM_V,anim,durch,,human,abstract_obj,property,det_coref_subj,
verblüffen,NZZ_1999_01_25_a157_seg2_s7,26,"Der junge Stefan Schlegel , der eine klassische Ausbildung absolviert hat , beeindruckte mit leichtem Ton , versatiler Technik und Post-Bop-geprägten Improvisationen ; Robert Morgenthaler verblüffte mit einer federleichten Version von Parkers « Ornithology » auf dem doch eher schwerfälligen Instrument , und Raymond Droz , der Routinier , brachte mit warmem Vibrato und « Georgia On My Mind » eine Spur Nostalgie an die Sihl .",X-STM_V,anim,mit,,human,abstract_obj,event(action),,"(part of) piece of art, event(action)?"
verblüffen,NZZ_1999_05_10_a151_seg3_s10,9,"Das Team Castellas profitierte von dieser Konstellation , verblüffte verschiedentlich mit gerissenen Kombinationen und deckte mit weiten Diagonalpässen Schwächen in der FCZ-Abwehr ( Castillo ) auf .",X-STM_V,anim_proxy,mit,,anim_proxy,event(action),,,
verblüffen,NZZ_1999_11_27_a270_seg15_s10,13,"La Fontaine moralisiert nicht ; er unterhält und amüsiert uns , er verblüfft den Leser mit einem Realismus , der für die damalige Zeit einzigartig ist - und er lässt uns , falls wir Äsop kennen , vergessen , dass er das alles « nur nachgemacht hat » .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,,
verblüffen,NZZ_1999_10_16_a146_seg3_s27,6,"Ljolka , das Wunderkind , verblüfft alle mit ihren Talenten , ist frech , so erfrischend egozentrisch , als hätte sie Piaget studiert , und sie setzt sich mit ihrer Schlagfertigkeit immer durch .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,det_coref_subj,
verschrecken,NZZ_1994_10_25_a89_seg3_s12,5,"Mit seinem cholerischen Temperament verschreckt er die Söhne , die keinen Zugang zu ihm finden .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,det_coref_subj,
